Date,Open,High,Low,Close,Volume,Log_Return,Simple_Return,MA_10,MA_30,MA_50,Volatility_10,Volatility_30,Momentum_5,Momentum_10,Price_to_MA10,Price_to_MA30,Volume_MA_10,Volume_Ratio,HL_Range,MA_Cross
2010-02-19,19.43,19.6,19.12,19.22,53480305,-0.004671692898276625,-0.0046607975142413105,20.13,20.732666666666663,20.4758,0.02921063182178853,0.03160852553248795,-1.9100000000000001,0.16000000000000014,0.9547938400397417,0.9270394546448439,124884290.9,0.428238849054473,0.024973985431841855,0
2010-02-20,19.86,20.16,19.58,19.85,79915451,0.03225260359105304,0.03277835587929245,20.188,20.628,20.4694,0.030765348363058456,0.029530715789177396,-0.889999999999997,0.5800000000000018,0.983257380622152,0.9622842738025985,120461205.9,0.6634123442724061,0.029219143576826288,0
2010-02-21,19.36,20.45,19.31,19.55,145144054,-0.01522872070182467,-0.015113350125944613,20.187,20.527666666666665,20.463,0.030939488242953058,0.029478553748517967,-0.7699999999999996,-0.00999999999999801,0.968445038886412,0.9523732198821104,124105695.6,1.1695196848000262,0.058312020460358084,0
2010-02-22,20.15,20.56,19.56,20.4,127797578,0.0425596144187959,0.04347826086956519,20.181,20.431,20.468200000000003,0.03055431039921512,0.02997980870413078,-0.15000000000000213,-0.060000000000002274,1.010851791288836,0.9984826978610933,116647339.7,1.0955893064400508,0.04901960784313726,0
2010-02-23,19.15,20.51,18.96,19.71,156364520,-0.03440877968554175,-0.033823529411764586,20.077999999999996,20.304666666666666,20.4782,0.031872482535017885,0.03036197850744683,0.40000000000000213,-1.0299999999999976,0.9816714812232297,0.970712808221427,123914539.0,1.2618738790611164,0.07864028411973621,0
2010-02-24,20.15,20.63,18.97,19.17,97960668,-0.027779564107075706,-0.0273972602739726,19.881999999999998,20.18433333333333,20.4776,0.03140975967880496,0.030272222058605337,-0.04999999999999716,-1.9599999999999973,0.9641887134091139,0.9497465030634322,122019149.0,0.8028302836303177,0.08659363588941053,0
2010-02-25,19.25,19.26,19.15,19.22,64370395,0.0026048464845931955,0.002608242044861653,19.73,20.051666666666666,20.4806,0.03145934333607885,0.029977275250899545,-0.6300000000000026,-1.5199999999999996,0.9741510390268626,0.9585238134818386,112487205.5,0.5722463698327006,0.005723204994797242,0
2010-02-26,20.11,20.28,19.33,19.66,169346014,0.022634711176874173,0.02289281997918846,19.664,19.958000000000002,20.477,0.03244016068815751,0.030020900007689384,0.10999999999999943,-0.6600000000000001,0.9997965825874694,0.9850686441527207,114370895.5,1.480674023401347,0.04832146490335722,0
2010-02-27,19.63,21.13,17.83,19.52,160165068,-0.007146533734074088,-0.007121057985757906,19.561,19.863,20.472,0.032042125310949875,0.03002492776679439,-0.879999999999999,-1.0300000000000011,0.9979039926384131,0.9827317122287671,114938135.3,1.3934893547903244,0.16905737704918036,0
2010-02-28,18.68,18.8,18.63,18.78,133483685,-0.03864710720482955,-0.03790983606557374,19.508000000000003,19.776,20.445,0.027982714956979498,0.02976043033968962,-0.9299999999999997,-0.5299999999999976,0.9626819766249743,0.9496359223300972,118802773.8,1.123573808341502,0.009052183173589015,0
