Date,Open,High,Low,Close,Volume,Log_Return,Simple_Return,MA_10,MA_30,MA_50,Volatility_10,Volatility_30,Momentum_5,Momentum_10,Price_to_MA10,Price_to_MA30,Volume_MA_10,Volume_Ratio,HL_Range,MA_Cross
2014-03-14 00:00:00-04:00,16.484495868090633,16.549961920605515,16.303998892265373,16.3566837310791,237199200,-0.01129469562948863,-0.01123115002258157,16.558090591430663,16.423585732777912,16.538839225769042,0.006770502821194731,0.009612388997653846,-0.17923927307128906,-0.04831886291503906,0.987836347479836,0.9959264680206047,225627920.0,1.0512847878046299,0.015037463118076407,1
2014-03-17 00:00:00-04:00,16.4505114327386,16.521275078196943,16.39283866212119,16.420583724975586,199544800,0.0038990483227959653,0.003906659500609422,16.554910469055176,16.453844038645425,16.52443759918213,0.006830792412868447,0.009619773007783333,-0.1303081512451172,-0.03180122375488281,0.9918859878867555,0.9979785688018119,221704280.0,0.9000493810944922,0.007821671764348014,1
2014-03-18 00:00:00-04:00,16.394398348391327,16.58362418799424,16.372576892095463,16.565855026245117,209647200,0.008807997829223119,0.008846902381952182,16.55541000366211,16.487983989715577,16.520471572875977,0.0071078791210488325,0.009702167840185929,-0.14620208740234375,0.0049953460693359375,1.000630912951156,1.0047228961756702,216755000.0,0.9672081382205716,0.0127398975521889,1
2014-03-19 00:00:00-04:00,16.592663799090488,16.716734918501277,16.491035129522803,16.56148910522461,224756000,-0.0002635841272671194,-0.0002635493920229992,16.55198097229004,16.514479223887125,16.514589958190918,0.0070703729694933755,0.009429369372576293,-0.1667766571044922,-0.034290313720703125,1.000574440784489,1.0028465857566666,219224320.0,1.0252329668533127,0.013627988856827693,1
2014-03-20 00:00:00-04:00,16.518786103450857,16.60545095098306,16.439604849995252,16.481689453125,208398400,-0.004830032140958076,-0.00481838629320086,16.545591354370117,16.534389114379884,16.509523429870605,0.007172448371030464,0.009435172563624281,-0.06078529357910156,-0.06389617919921875,0.9961378291125123,0.9968127240208076,221515280.0,0.9407856649888893,0.010062445446474638,1
2014-03-21 00:00:00-04:00,16.582373791961604,16.63911089856623,16.407800512603597,16.611677169799805,374046400,0.00785585743909219,0.007886795649469036,16.553166770935057,16.555545616149903,16.5049369430542,0.007628727706225349,0.009476682692292186,0.2549934387207031,0.07575416564941406,1.0035346951839743,1.0033904985647315,236846960.0,1.5792746506013842,0.013924565448644625,0
2014-03-24 00:00:00-04:00,16.784692652008612,16.849534341622945,16.679947359634728,16.808696746826172,355700800,0.011790523943638978,0.011860306157679856,16.578947257995605,16.575818951924642,16.508592109680176,0.008433887792869557,0.009387695970286944,0.38811302185058594,0.25780487060546875,1.0138579057677963,1.0140492482197683,254558640.0,1.3973236186365545,0.010089240382080138,1
2014-03-25 00:00:00-04:00,16.880709841657662,17.01319853309815,16.82116576533892,16.989505767822266,282293200,0.010699429698918817,0.010756873285267199,16.606692123413087,16.59244499206543,16.518082084655763,0.008547425022986074,0.0090413047712076,0.42365074157714844,0.2774486541748047,1.0230517698265427,1.0239302149831873,254865520.0,1.1076162832853969,0.011303022606045161,1
2014-03-26 00:00:00-04:00,17.037204496261044,17.114516073922136,16.798412162907674,16.827091217041016,299768000,-0.009605685614889024,-0.009559698380918191,16.616574668884276,16.596414184570314,16.52259464263916,0.009264610637486138,0.008943181769485307,0.26560211181640625,0.09882545471191406,1.0126690700310785,1.013899209184907,264909680.0,1.1315856785603304,0.018785416144552633,1
2014-03-27 00:00:00-04:00,16.83457009566175,16.88070863527011,16.681818282106132,16.754764556884766,222031600,-0.004307491073458397,-0.004298227139994615,16.637803649902345,16.598014322916665,16.519053993225096,0.008521377836639806,0.008981571196157815,0.2730751037597656,0.21228981018066406,1.0070298285424895,1.0094439148514096,261338560.0,0.8495937224112661,0.011870674308118027,1
2014-03-28 00:00:00-04:00,16.7815734007292,16.800900874786905,16.654695334533695,16.736059188842773,200564000,-0.001117044485321587,-0.001116420823371489,16.67574119567871,16.59014778137207,16.508340339660645,0.007385333111496821,0.008481551194294706,0.12438201904296875,0.3793754577636719,1.00361711017557,1.0087950637567278,257675040.0,0.7783602168064085,0.008735959798151198,1
2014-03-31 00:00:00-04:00,16.8099455976306,16.859200780311408,16.707069942798338,16.732322692871094,168669200,-0.0002232851292547926,-0.0002232602029855757,16.70691509246826,16.582614262898762,16.499479446411133,0.007400753975766959,0.008481410130757296,-0.07637405395507812,0.3117389678955078,1.001520783475717,1.0090280354833605,254587480.0,0.6625196180110664,0.009092033443622645,1
