Date,Open,High,Low,Close,Volume,Log_Return,Simple_Return,MA_10,MA_30,MA_50,Volatility_10,Volatility_30,Momentum_5,Momentum_10,Price_to_MA10,Price_to_MA30,Volume_MA_10,Volume_Ratio,HL_Range,MA_Cross
2010-02-19,77.05,77.63,74.82,75.73,59676634,0.008353824355642298,0.008388814913448783,78.046,81.79633333333335,82.0244,0.009709456986745014,0.011645856648860933,-2.299999999999997,-6.959999999999994,0.9703251928349947,0.9258361214235356,117110810.5,0.5095740841107064,0.037105506404331204,0
2010-02-20,76.08,76.23,75.77,75.97,95359587,0.003164142389398808,0.003169153571900063,77.56700000000001,81.54933333333334,81.92399999999999,0.008818760712519443,0.01071963549825691,-2.1700000000000017,-4.790000000000006,0.9794113476091636,0.9315833360583369,108567407.6,0.8783445152465813,0.006055021719099749,0
2010-02-21,75.95,76.3,74.81,75.59,56498843,-0.0050145262110447885,-0.005001974463603953,77.09200000000001,81.26133333333334,81.8092,0.008821250529812922,0.010427045572424366,-1.2999999999999972,-4.75,0.9805167851398328,0.9302087093492599,101878059.0,0.5545732177720426,0.01971160206376498,0
2010-02-22,76.49,76.72,76.11,76.24,138775427,0.008562260041861324,0.008599021034528365,76.736,80.975,81.6962,0.009951527048444042,0.01048216384833781,0.09999999999999432,-3.5600000000000023,0.9935362802335278,0.9415251620870639,103652730.0,1.3388497051645432,0.00800104931794333,0
2010-02-23,76.67,76.76,76.42,76.51,146775754,0.003535191897813907,0.003541448058761887,76.434,80.72666666666667,81.586,0.01027788472544562,0.010479487942499126,1.4100000000000108,-3.019999999999996,1.0009943218986317,0.947766124370303,107977967.5,1.3593120652136743,0.00444386354724877,0
2010-02-24,77.05,77.95,76.8,76.85,130394148,0.004434018740844217,0.004443863547248572,76.316,80.483,81.4884,0.009033680837807805,0.010523139932532339,1.1199999999999903,-1.1800000000000068,1.0069972220766286,0.9548600325534584,108238962.5,1.2046877112296785,0.01496421600520502,0
2010-02-25,76.74,76.74,76.69,76.7,149206575,-0.0019537616113942074,-0.0019518542615483137,76.172,80.258,81.41059999999999,0.00897478646725515,0.010474052969327356,0.730000000000004,-1.4399999999999977,1.0069316809326263,0.9556679707941889,109860176.8,1.3581497804398217,0.0006518904823989199,0
2010-02-26,76.52,76.58,75.98,76.56,126307403,-0.001826961228511728,-0.0018252933507171276,76.139,80.01066666666665,81.3188,0.007460638369084064,0.010333461542617193,0.9699999999999989,-0.3299999999999983,1.0055293607743734,0.9568724170110654,109616397.1,1.152267419305647,0.00783699059561121,0
2010-02-27,77.54,77.68,75.76,76.3,68310214,-0.003401808854287621,-0.003396029258098343,76.155,79.76066666666667,81.232,0.006813801062511687,0.010332075401183234,0.060000000000002274,0.1599999999999966,1.0019040115553803,0.956611863825946,104016627.9,0.6567239813395258,0.025163826998689406,0
2010-02-28,77.33,77.63,77.24,77.6,138740843,0.016894488898761613,0.017038007863695803,76.405,79.527,81.1698,0.006727467278007891,0.010719626138180088,1.0899999999999892,2.5,1.0156403376742358,0.9757692356055175,111004542.8,1.2498663523165288,0.005025773195876296,0
2010-03-01,77.31,78.41,77.07,77.43,84661179,-0.0021931247905407586,-0.0021907216494844173,76.575,79.33666666666667,81.06639999999999,0.0066692066521797854,0.010356743514427669,0.5800000000000125,1.7000000000000028,1.0111655239960824,0.9759673963278854,113502997.3,0.7458937738554329,0.01730595376469073,0
2010-03-02,76.12,77.11,75.99,76.6,119281082,-0.010777225652086685,-0.010719359421413,76.638,79.10333333333334,80.906,0.0078095733753804205,0.010356012066524221,-0.10000000000000853,0.6299999999999955,0.9995041624259504,0.968353630272639,115895146.8,1.0292155046478617,0.014621409921671078,0
2010-03-03,76.01,79.45,75.23,77.08,56861015,0.006246766799620101,0.0062663185378590835,76.78699999999999,78.88266666666667,80.7624,0.00768475752525248,0.010465630087320127,0.519999999999996,1.4899999999999949,1.0038157500618594,0.9771474933234171,115931364.0,0.490471370629263,0.0547483134405812,0
2010-03-04,76.15,76.42,75.97,76.09,104456461,-0.012926993357734153,-0.012843798650752358,76.772,78.58566666666667,80.6142,0.008582986523247967,0.010040407052101626,-0.20999999999999375,-0.14999999999999147,0.9911165529099151,0.968242724500227,112499467.4,0.9285062713105786,0.005914049152319659,0
2010-03-05,74.5,76.07,74.24,74.98,63210944,-0.014695438880665369,-0.014587987909055022,76.619,78.30033333333334,80.46520000000001,0.009580367407514535,0.009928097197060802,-2.6199999999999903,-1.5300000000000011,0.9786084391599995,0.9575949016819851,104142986.4,0.6069630436486119,0.024406508402240575,0
2010-03-06,75.35,75.86,74.71,74.81,101524184,-0.0022698454234524055,-0.0022672712723392774,76.415,78.04366666666668,80.3364,0.009309283232801797,0.009789710505745649,-2.6200000000000045,-2.039999999999992,0.9789962703657659,0.9585659310386064,101255990.0,1.002648672932831,0.015372276433631944,0
2010-03-07,75.68,76.04,74.77,75.31,81314212,0.0066613622289467805,0.006683598449405137,76.276,77.79533333333333,80.21480000000001,0.00977215663864485,0.009892251038503653,-1.289999999999992,-1.3900000000000006,0.987335465939483,0.9680529251968841,94466753.7,0.8607706819081685,0.016863630327977826,0
2010-03-08,75.46,75.83,75.32,75.39,72313631,0.0010617121103501355,0.0010622759261718073,76.159,77.54733333333334,80.0922,0.009814821403414178,0.009895336955110466,-1.6899999999999977,-1.1700000000000017,0.9899027035544058,0.9721804317363157,89067376.5,0.8118980690982854,0.006764822920811846,0
2010-03-09,76.37,76.44,76.27,76.35,89876985,0.012653391441030937,0.012733784321528052,76.164,77.28566666666666,79.9434,0.010745468805719917,0.009660807257548702,0.2599999999999909,0.04999999999999716,1.0024420986292735,0.9878933998110905,91224053.6,0.9852334055894224,0.0022265880812049996,0
2010-03-10,76.38,77.97,74.56,76.53,65722649,0.002354789157188293,0.0023575638506876384,76.05699999999999,77.068,79.7724,0.009068087271378433,0.009508818295664528,1.5499999999999972,-1.0699999999999932,1.0062190199455674,0.9930191519177869,83922234.2,0.7831375037439124,0.04455768979485165,0
2010-03-11,78.05,79.46,77.39,77.84,60561181,0.01697261705592001,0.017117470273095625,76.098,76.90633333333332,79.6124,0.010748751785077029,0.010157295898815817,3.030000000000001,0.4099999999999966,1.022891534600121,1.0121403092073042,81512234.4,0.7429704442011958,0.026593011305241433,0
2010-03-12,77.49,77.56,76.49,77.17,136635535,-0.008644657408237921,-0.008607399794450132,76.155,76.78666666666666,79.48819999999999,0.010518212946494623,0.009398791518047523,1.8599999999999994,0.5700000000000074,1.0133280808876632,1.0049921861434277,83247679.7,1.6413134335082253,0.013865491771413857,0
