Date,Open,High,Low,Close,Volume
2014-01-02 00:00:00-05:00,17.219686280006737,17.26152046244112,17.106268280537122,17.14066505432129,234684800
2014-01-03 00:00:00-05:00,17.13229980774487,17.158329083963448,16.747111865727767,16.764156341552734,392467600
2014-01-06 00:00:00-05:00,16.65476478474991,16.944505948893685,16.53545843130437,16.85556983947754,412610800
2014-01-07 00:00:00-05:00,16.867646260697363,16.918466865181017,16.66932045701404,16.735015869140625,317209200
2014-01-08 00:00:00-05:00,16.696903836479006,16.906076331395386,16.693186788401356,16.841001510620117,258529600
2014-01-09 00:00:00-05:00,16.94449899165181,16.946359170403543,16.58968147950154,16.625938415527344,279148800
2014-01-10 00:00:00-05:00,16.72851724043736,16.75857635238963,16.45829802107146,16.51500701904297,304976000
2014-01-13 00:00:00-05:00,16.421110326464518,16.811254805576336,16.420180236801833,16.601463317871094,378492800
2014-01-14 00:00:00-05:00,16.6786207186678,16.9423325249247,16.66126677190786,16.93179702758789,332561600
2014-01-15 00:00:00-05:00,17.152746670409964,17.359749524261954,17.095107596265763,17.27174186706543,391638800
2014-01-16 00:00:00-05:00,17.195509916792155,17.255937601128583,17.09572554411994,17.17536735534668,229278000
2014-01-17 00:00:00-05:00,17.08952944443786,17.107811826935624,16.730682039769448,16.75454330444336,426739600
2014-01-21 00:00:00-05:00,16.764453462553497,17.045828605695416,16.74679004315476,17.014841079711914,328526800
2014-01-22 00:00:00-05:00,17.071868212918915,17.269573495684313,16.97580418550099,17.09046173095703,379985200
2014-01-23 00:00:00-05:00,17.041808470924796,17.245092629009992,16.882837621290005,17.23517608642578,403239200
2014-01-24 00:00:00-05:00,17.167625713855205,17.217827398547193,16.88098260078005,16.92188835144043,429354800
2014-01-27 00:00:00-05:00,17.04584374352102,17.192418975899475,16.911973672872886,17.059167861938477,554878800
2014-01-28 00:00:00-05:00,15.765703231299002,15.959070857499002,15.558389225095514,15.695670127868652,1065523200
2014-01-29 00:00:00-05:00,15.616654196860818,15.722634804985846,15.451485443119385,15.51749038696289,502810000
2014-01-30 00:00:00-05:00,15.57295529137813,15.695670863434858,15.391983335613128,15.4874267578125,678501600
2014-01-31 00:00:00-05:00,15.344877256506235,15.541654085350121,15.294366111998249,15.512834548950195,464797200
2014-02-03 00:00:00-05:00,15.57512482852366,15.7337862149303,15.472553477666136,15.541656494140625,401464000
2014-02-04 00:00:00-05:00,15.675526320097642,15.78739525654888,15.57977176666057,15.766632080078125,376681200
2014-02-05 00:00:00-05:00,15.69753238539338,15.96775163017273,15.687925318207695,15.884392738342285,328344800
2014-02-06 00:00:00-05:00,15.900606170955957,16.00784549069788,15.830463501307797,15.976982116699219,257765200
2014-02-07 00:00:00-05:00,16.25349283063745,16.301812366518412,16.12879736158145,16.200496673583984,370280400
2014-02-10 00:00:00-05:00,16.168697036727497,16.584246984663434,16.14812257025691,16.490724563598633,345559200
2014-02-11 00:00:00-05:00,16.541233665645617,16.76381525635053,16.50662932313852,16.70801544189453,282256800
2014-02-12 00:00:00-05:00,16.738870760065172,16.82023463673702,16.623215549722847,16.70676040649414,308100800
2014-02-13 00:00:00-05:00,16.667484008834816,16.985147977526697,16.653144478414365,16.972055435180664,307398000
2014-02-14 00:00:00-05:00,16.910944389294848,17.020366288329832,16.871666782301464,16.958328247070312,272924400
2014-02-18 00:00:00-05:00,17.02099080455295,17.1827828638778,17.008832259489676,17.020679473876953,260251600
2014-02-19 00:00:00-05:00,16.982029952888443,17.048742983526264,16.657821372587083,16.75196647644043,313768000
2014-02-20 00:00:00-05:00,16.615419464986946,16.740427907960093,16.49103534833448,16.558059692382812,305858000
2014-02-21 00:00:00-05:00,16.609189313997266,16.664679453375648,16.35387473751265,16.37413787841797,278784800
2014-02-24 00:00:00-05:00,16.308665756834674,16.519712986928628,16.28590865047129,16.445829391479492,288909600
2014-02-25 00:00:00-05:00,16.50287668487081,16.50879862602138,16.241638666929223,16.274682998657227,231952000
2014-02-26 00:00:00-05:00,16.323006611789282,16.366338183638398,16.073302747639826,16.127857208251953,276217200
2014-02-27 00:00:00-05:00,16.12130922380859,16.484174264181604,16.087329230442958,16.44957160949707,301882000
2014-02-28 00:00:00-05:00,16.493535428777058,16.607945350477834,16.276564470892744,16.40500259399414,371968800
2014-03-03 00:00:00-05:00,16.317089235392935,16.542477759061452,16.298073082833515,16.45238494873047,238781200
2014-03-04 00:00:00-05:00,16.553379420821148,16.60450423815078,16.452686439288208,16.56085968017578,259140000
2014-03-05 00:00:00-05:00,16.550889527399754,16.67028401919585,16.495086412582264,16.595779418945312,200062800
2014-03-06 00:00:00-05:00,16.609180327708966,16.660618144050325,16.462974794453356,16.54558563232422,185488800
2014-03-07 00:00:00-05:00,16.556186134430632,16.583931189571565,16.399069042095807,16.53592300415039,220729600
2014-03-10 00:00:00-04:00,16.471086318359603,16.626020813407308,16.470461991996867,16.550891876220703,178584000
2014-03-11 00:00:00-04:00,16.692106975857538,16.79466796544885,16.60294819015581,16.71205711364746,279224400
2014-03-12 00:00:00-04:00,16.66280141573031,16.751334198698288,16.584554198574175,16.7282657623291,199326400
2014-03-13 00:00:00-04:00,16.754146362545736,16.823351693105003,16.49602486403947,16.5424747467041,257742800
2014-03-14 00:00:00-04:00,16.484495868090633,16.549961920605515,16.303998892265373,16.3566837310791,237199200
2014-03-17 00:00:00-04:00,16.4505114327386,16.521275078196943,16.39283866212119,16.420583724975586,199544800
2014-03-18 00:00:00-04:00,16.394398348391327,16.58362418799424,16.372576892095463,16.565855026245117,209647200
2014-03-19 00:00:00-04:00,16.592663799090488,16.716734918501277,16.491035129522803,16.56148910522461,224756000
2014-03-20 00:00:00-04:00,16.518786103450857,16.60545095098306,16.439604849995252,16.481689453125,208398400
2014-03-21 00:00:00-04:00,16.582373791961604,16.63911089856623,16.407800512603597,16.611677169799805,374046400
2014-03-24 00:00:00-04:00,16.784692652008612,16.849534341622945,16.679947359634728,16.808696746826172,355700800
2014-03-25 00:00:00-04:00,16.880709841657662,17.01319853309815,16.82116576533892,16.989505767822266,282293200
2014-03-26 00:00:00-04:00,17.037204496261044,17.114516073922136,16.798412162907674,16.827091217041016,299768000
2014-03-27 00:00:00-04:00,16.83457009566175,16.88070863527011,16.681818282106132,16.754764556884766,222031600
2014-03-28 00:00:00-04:00,16.7815734007292,16.800900874786905,16.654695334533695,16.736059188842773,200564000
2014-03-31 00:00:00-04:00,16.8099455976306,16.859200780311408,16.707069942798338,16.732322692871094,168669200
2014-04-01 00:00:00-04:00,16.764116147012935,16.892242869961887,16.733254453600797,16.88538360595703,200760000
2014-04-02 00:00:00-04:00,16.908141423218286,16.9424327500739,16.842052744728193,16.913440704345703,180420800
2014-04-03 00:00:00-04:00,16.877279027917176,16.911881684021548,16.760376857801667,16.796226501464844,162344000
2014-04-04 00:00:00-04:00,16.828030255878897,16.83395220038445,16.540294010445777,16.578948974609375,275251200
